,Product_ID,Product_Name,Category,Material_Type,Recyclable,Price_USD,Rating,Supplier,Country_of_Origin,Carbon_Footprint_kgCO2
433,EFP434,Eco Recycled Plastic Soap Bar,Cleaning,Recycled Plastic,Yes,13.92,4.53,Sustainify,Mexico,0.554
434,EFP435,Sustainable Bamboo Makeup Remover,Beauty,Bamboo,Yes,19.78,3.94,GreenEarth,India,0.335
435,EFP436,Reusable Recycled Plastic Toothbrush,Cleaning,Recycled Plastic,Yes,12.1,3.78,RenewGoods,China,0.756
436,EFP437,Biodegradable Glass Reusable Wrap,Kitchen,Glass,Yes,17.68,4.01,NaturePro,China,1.331
437,EFP438,Zero-Waste Recycled Metal Cutlery Set,Kitchen,Recycled Metal,No,40.51,3.75,PurePlanet,China,2.019
438,EFP439,Eco Bamboo Brush,Beauty,Bamboo,No,7.1,4.01,EcoLine,India,0.296
439,EFP440,Biodegradable Recycled Plastic Reusable Wrap,Kitchen,Recycled Plastic,No,31.2,3.72,GreenEarth,USA,0.923
440,EFP441,Handmade Recycled Plastic Straw,Kitchen,Recycled Plastic,Yes,17.23,3.12,LeafWorks,China,1.137
441,EFP442,Biodegradable Recycled Metal Cutlery Set,Kitchen,Recycled Metal,Yes,47.39,3.25,EcoLine,Indonesia,2.354
442,EFP443,Natural Bamboo Cleaning Cloth,Cleaning,Bamboo,Yes,18.22,3.91,NaturePro,China,0.159
443,EFP444,Handmade Cork Rug,Home,Cork,No,86.58,4.29,RenewGoods,India,0.312
444,EFP445,Handmade Organic Cotton Shampoo Bar,Beauty,Organic Cotton,Yes,27.12,4.07,LeafWorks,China,1.138
445,EFP446,Reusable Glass Cutlery Set,Kitchen,Glass,Yes,9.1,3.61,EcoLine,Mexico,1.522
446,EFP447,Handmade Bamboo Utensil Set,Outdoors,Bamboo,No,61.54,4.14,LeafWorks,China,0.335
447,EFP448,Natural Recycled Plastic Pen,Office,Recycled Plastic,Yes,26.7,4.21,PurePlanet,Brazil,0.763
448,EFP449,Zero-Waste Organic Cotton Soap Dish,Beauty,Organic Cotton,No,44.65,3.51,Sustainify,Brazil,0.612
449,EFP450,Eco Recycled Plastic Dish Brush,Cleaning,Recycled Plastic,No,10.01,4.27,EcoLine,India,0.651
450,EFP451,Eco Organic Cotton Socks,Fashion,Organic Cotton,No,24.32,4.96,RenewGoods,Indonesia,1.491
451,EFP452,Sustainable Recycled Metal Cutlery Set,Kitchen,Recycled Metal,No,55.64,3.68,RenewGoods,USA,1.585
452,EFP453,Natural Bamboo Spatula,Kitchen,Bamboo,Yes,23.82,5.0,Sustainify,Portugal,0.378
453,EFP454,Biodegradable Recycled Plastic Mouse Pad,Office,Recycled Plastic,Yes,33.26,4.05,GreenEarth,USA,0.657
454,EFP455,Sustainable Glass Coaster,Home,Glass,Yes,57.82,4.82,RenewGoods,Vietnam,0.767
455,EFP456,Handmade Bamboo Shampoo Bar,Beauty,Bamboo,Yes,18.97,4.88,RenewGoods,Vietnam,0.32
456,EFP457,Natural Recycled Metal Picnic Mat,Outdoors,Recycled Metal,Yes,21.18,4.99,Sustainify,China,1.056
457,EFP458,Eco Recycled Metal Cutlery Set,Kitchen,Recycled Metal,Yes,33.58,5.0,EarthCraft,India,1.843
458,EFP459,Zero-Waste Bamboo Cotton Pad,Beauty,Bamboo,Yes,16.96,4.18,PurePlanet,Indonesia,0.25
459,EFP460,Biodegradable Bamboo Brush,Beauty,Bamboo,Yes,20.11,4.37,Sustainify,Indonesia,0.306
460,EFP461,Reusable Organic Cotton Backpack,Fashion,Organic Cotton,No,39.82,4.15,RenewGoods,USA,0.624
461,EFP462,Eco Glass Candle Holder,Home,Glass,No,103.04,3.98,EarthCraft,USA,0.96
462,EFP463,Eco Recycled Plastic Straw,Kitchen,Recycled Plastic,Yes,11.19,4.62,NaturePro,China,0.948
463,EFP464,Reusable Bamboo Cutlery Set,Kitchen,Bamboo,No,56.2,4.0,LeafWorks,Vietnam,0.342
464,EFP465,Sustainable Cork Rug,Home,Cork,Yes,52.08,3.48,GreenEarth,China,0.54
465,EFP466,Eco Bamboo Camping Mug,Outdoors,Bamboo,No,79.92,4.29,LeafWorks,China,0.219
466,EFP467,Sustainable Cork Candle Holder,Home,Cork,Yes,35.72,4.1,RenewGoods,USA,0.481
467,EFP468,Natural Recycled Plastic Camping Mug,Outdoors,Recycled Plastic,Yes,46.21,3.92,NaturePro,India,0.687
468,EFP469,Sustainable Recycled Plastic Toothbrush,Cleaning,Recycled Plastic,Yes,13.36,2.68,Sustainify,Vietnam,1.282
469,EFP470,Eco Recycled Plastic Water Bottle,Outdoors,Recycled Plastic,Yes,55.12,4.03,NaturePro,USA,0.733
470,EFP471,Biodegradable Glass Cotton Pad,Beauty,Glass,No,18.62,5.0,EcoLine,Mexico,0.915
471,EFP472,Sustainable Recycled Metal Picnic Mat,Outdoors,Recycled Metal,Yes,118.11,3.3,LeafWorks,Portugal,1.816
472,EFP473,Reusable Recycled Plastic Utensil Set,Outdoors,Recycled Plastic,Yes,17.21,4.36,Sustainify,China,0.703
473,EFP474,Handmade Hemp Coaster,Home,Hemp,No,117.98,3.99,LeafWorks,Brazil,1.034
474,EFP475,Reusable Cork Coaster,Home,Cork,Yes,75.18,3.14,PurePlanet,USA,0.355
475,EFP476,Handmade Hemp Water Bottle,Outdoors,Hemp,No,79.3,4.96,Sustainify,USA,0.892
476,EFP477,Handmade Cork Desk Organizer,Office,Cork,No,29.49,4.17,NaturePro,China,0.732
477,EFP478,Natural Glass Brush,Beauty,Glass,No,35.3,4.37,EcoLine,Vietnam,0.611
478,EFP479,Reusable Organic Cotton Rug,Home,Organic Cotton,No,130.03,4.56,EarthCraft,USA,1.505
479,EFP480,Eco Bamboo Toothbrush,Cleaning,Bamboo,Yes,5.47,2.44,Sustainify,China,0.325
480,EFP481,Reusable Recycled Plastic Binder,Office,Recycled Plastic,Yes,23.11,3.62,LeafWorks,Brazil,0.876
481,EFP482,Eco Hemp Coaster,Home,Hemp,Yes,43.07,3.37,NaturePro,Turkey,0.596
482,EFP483,Natural Hemp Coaster,Home,Hemp,Yes,109.86,4.64,RenewGoods,Germany,0.912
483,EFP484,Reusable Organic Cotton Cotton Pad,Beauty,Organic Cotton,Yes,48.46,4.51,RenewGoods,Turkey,1.453
484,EFP485,Reusable Cork Utensil Set,Outdoors,Cork,Yes,86.15,4.18,LeafWorks,India,0.299
485,EFP486,Natural Glass Straw,Kitchen,Glass,Yes,25.74,3.67,PurePlanet,China,0.725
486,EFP487,Eco Recycled Metal Binder,Office,Recycled Metal,Yes,50.54,3.06,LeafWorks,Portugal,0.934
487,EFP488,Sustainable Cork Vase,Home,Cork,Yes,111.77,4.33,EarthCraft,China,0.244
488,EFP489,Natural Recycled Metal Plant Pot,Home,Recycled Metal,Yes,65.83,3.74,GreenEarth,Turkey,2.298
489,EFP490,Zero-Waste Glass Shampoo Bar,Beauty,Glass,Yes,25.69,3.64,Sustainify,India,0.839
490,EFP491,Biodegradable Bamboo Face Cloth,Beauty,Bamboo,Yes,13.42,4.24,RenewGoods,USA,0.234
491,EFP492,Zero-Waste Recycled Plastic Cleaning Cloth,Cleaning,Recycled Plastic,Yes,7.8,4.37,LeafWorks,USA,0.744
492,EFP493,Biodegradable Bamboo Sunscreen Stick,Outdoors,Bamboo,No,59.0,4.33,Sustainify,China,0.212
493,EFP494,Eco Bamboo Soap Bar,Cleaning,Bamboo,Yes,24.27,3.91,GreenEarth,China,0.267
494,EFP495,Biodegradable Bamboo Camping Mug,Outdoors,Bamboo,Yes,20.18,4.18,GreenEarth,India,0.171
495,EFP496,Eco Cork File Holder,Office,Cork,Yes,23.99,3.14,NaturePro,Germany,0.571
496,EFP497,Natural Recycled Plastic Storage Jar,Kitchen,Recycled Plastic,Yes,3.71,4.0,Sustainify,USA,0.779
497,EFP498,Natural Recycled Plastic File Holder,Office,Recycled Plastic,Yes,12.11,4.29,GreenEarth,China,0.523
498,EFP499,Eco Recycled Plastic Camping Mug,Outdoors,Recycled Plastic,Yes,30.83,3.91,RenewGoods,China,1.122
499,EFP500,Zero-Waste Hemp Sunscreen Stick,Outdoors,Hemp,Yes,57.03,4.72,EcoLine,China,0.945
500,EFP501,Handmade Glass Straw,Kitchen,Glass,Yes,10.8,2.74,RenewGoods,USA,1.235
501,EFP502,Biodegradable Hemp Coaster,Home,Hemp,Yes,8.87,4.12,NaturePro,India,1.133
502,EFP503,Eco Recycled Plastic Cleaning Cloth,Cleaning,Recycled Plastic,Yes,24.43,4.25,EarthCraft,India,0.513
503,EFP504,Reusable Hemp Water Bottle,Outdoors,Hemp,No,88.64,4.32,GreenEarth,China,0.49
504,EFP505,Reusable Organic Cotton Sunscreen Stick,Outdoors,Organic Cotton,Yes,110.68,3.33,RenewGoods,Turkey,0.789
505,EFP506,Reusable Recycled Plastic Sunscreen Stick,Outdoors,Recycled Plastic,Yes,28.96,2.82,GreenEarth,India,0.909
506,EFP507,Sustainable Hemp Scarf,Fashion,Hemp,No,89.15,4.57,NaturePro,China,1.006
507,EFP508,Reusable Recycled Metal Candle Holder,Home,Recycled Metal,Yes,45.46,3.52,NaturePro,China,1.518
508,EFP509,Handmade Bamboo Camping Mug,Outdoors,Bamboo,Yes,18.83,3.68,PurePlanet,India,0.273
509,EFP510,Zero-Waste Recycled Metal Storage Jar,Kitchen,Recycled Metal,Yes,52.54,4.88,LeafWorks,Indonesia,1.866
510,EFP511,Sustainable Recycled Plastic Spatula,Kitchen,Recycled Plastic,Yes,19.27,4.22,RenewGoods,China,0.686
511,EFP512,Sustainable Bamboo Rug,Home,Bamboo,No,9.48,3.6,GreenEarth,Portugal,0.171
512,EFP513,Handmade Recycled Plastic Reusable Wrap,Kitchen,Recycled Plastic,Yes,9.81,2.66,LeafWorks,Indonesia,0.813
513,EFP514,Sustainable Organic Cotton Sunscreen Stick,Outdoors,Organic Cotton,Yes,8.64,4.09,NaturePro,India,1.632
514,EFP515,Biodegradable Bamboo Vase,Home,Bamboo,Yes,80.45,4.63,RenewGoods,Indonesia,0.311
515,EFP516,Biodegradable Organic Cotton Coaster,Home,Organic Cotton,Yes,23.6,4.63,PurePlanet,Portugal,1.607
516,EFP517,Natural Bamboo Shampoo Bar,Beauty,Bamboo,No,7.59,4.26,GreenEarth,Mexico,0.206
517,EFP518,Zero-Waste Organic Cotton Brush,Beauty,Organic Cotton,No,3.65,5.0,LeafWorks,India,1.556
518,EFP519,Zero-Waste Recycled Plastic Cutlery Set,Kitchen,Recycled Plastic,Yes,39.73,4.3,RenewGoods,Brazil,0.935
519,EFP520,Sustainable Recycled Metal Water Bottle,Outdoors,Recycled Metal,Yes,49.0,4.35,GreenEarth,India,0.81
520,EFP521,Sustainable Recycled Plastic Scrub Pad,Cleaning,Recycled Plastic,Yes,9.11,4.09,Sustainify,Indonesia,0.544
521,EFP522,Eco Organic Cotton Tote Bag,Fashion,Organic Cotton,Yes,106.84,5.0,LeafWorks,Vietnam,1.679
522,EFP523,Zero-Waste Organic Cotton Sunscreen Stick,Outdoors,Organic Cotton,Yes,95.17,3.44,GreenEarth,Vietnam,0.695
523,EFP524,Zero-Waste Organic Cotton Sunscreen Stick,Outdoors,Organic Cotton,Yes,81.84,3.83,EarthCraft,Germany,1.032
524,EFP525,Biodegradable Organic Cotton Plant Pot,Home,Organic Cotton,No,132.53,5.0,GreenEarth,India,0.83
525,EFP526,Handmade Recycled Plastic Scrub Pad,Cleaning,Recycled Plastic,No,20.0,3.59,Sustainify,Vietnam,0.864
526,EFP527,Zero-Waste Glass Vase,Home,Glass,Yes,83.68,3.7,EcoLine,USA,0.81
527,EFP528,Handmade Bamboo Lunch Box,Kitchen,Bamboo,Yes,31.46,5.0,PurePlanet,Germany,0.273
528,EFP529,Biodegradable Cork Bowl,Outdoors,Cork,Yes,12.32,4.09,RenewGoods,Indonesia,0.512
529,EFP530,Natural Recycled Plastic Cleaning Cloth,Cleaning,Recycled Plastic,Yes,4.81,5.0,RenewGoods,Germany,0.63
530,EFP531,Biodegradable Bamboo Soap Dish,Beauty,Bamboo,Yes,5.84,3.94,PurePlanet,India,0.312
531,EFP532,Natural Bamboo Soap Bar,Cleaning,Bamboo,Yes,28.79,4.55,PurePlanet,India,0.365
532,EFP533,Reusable Recycled Metal Camping Mug,Outdoors,Recycled Metal,Yes,65.85,5.0,Sustainify,Portugal,0.978
533,EFP534,Biodegradable Hemp Picnic Mat,Outdoors,Hemp,Yes,93.2,3.38,NaturePro,Brazil,1.32
534,EFP535,Zero-Waste Glass Plant Pot,Home,Glass,Yes,148.33,4.46,EcoLine,Germany,1.065
535,EFP536,Biodegradable Cork Plant Pot,Home,Cork,Yes,71.02,4.21,EarthCraft,Portugal,0.414
536,EFP537,Handmade Glass Shampoo Bar,Beauty,Glass,Yes,30.93,5.0,NaturePro,India,0.797
537,EFP538,Handmade Recycled Plastic File Holder,Office,Recycled Plastic,Yes,2.92,4.41,NaturePro,Portugal,0.929
538,EFP539,Reusable Hemp Water Bottle,Outdoors,Hemp,Yes,63.26,4.73,PurePlanet,USA,0.882
539,EFP540,Sustainable Hemp Plant Pot,Home,Hemp,Yes,55.41,3.93,GreenEarth,USA,0.932
540,EFP541,Sustainable Hemp Sunscreen Stick,Outdoors,Hemp,Yes,17.45,4.65,Sustainify,USA,1.029
541,EFP542,Natural Hemp Rug,Home,Hemp,Yes,105.08,4.09,NaturePro,China,0.887
542,EFP543,Zero-Waste Organic Cotton Sunscreen Stick,Outdoors,Organic Cotton,Yes,122.94,3.08,NaturePro,Turkey,1.281
543,EFP544,Biodegradable Recycled Plastic Soap Bar,Cleaning,Recycled Plastic,Yes,14.29,4.8,EarthCraft,India,0.769
544,EFP545,Handmade Recycled Metal Rug,Home,Recycled Metal,Yes,44.86,4.21,GreenEarth,China,0.906
545,EFP546,Zero-Waste Recycled Plastic Picnic Mat,Outdoors,Recycled Plastic,No,7.41,3.63,RenewGoods,China,0.916
546,EFP547,Natural Recycled Plastic Notebook,Office,Recycled Plastic,Yes,36.19,5.0,Sustainify,China,0.857
547,EFP548,Biodegradable Bamboo Cutlery Set,Kitchen,Bamboo,No,19.3,3.26,PurePlanet,China,0.41
548,EFP549,Eco Recycled Plastic Pen,Office,Recycled Plastic,Yes,32.31,4.12,PurePlanet,Portugal,0.66
549,EFP550,Biodegradable Recycled Plastic Mouse Pad,Office,Recycled Plastic,No,20.48,5.0,LeafWorks,Mexico,0.742
550,EFP551,Handmade Recycled Plastic Dish Brush,Cleaning,Recycled Plastic,Yes,7.2,2.64,Sustainify,India,1.116
551,EFP552,Eco Cork Vase,Home,Cork,Yes,51.87,4.32,NaturePro,China,0.673
552,EFP553,Biodegradable Recycled Metal Straw,Kitchen,Recycled Metal,Yes,18.78,3.13,EcoLine,Germany,1.13
553,EFP554,Handmade Bamboo Mop Head,Cleaning,Bamboo,Yes,8.45,4.39,GreenEarth,USA,0.133
554,EFP555,Biodegradable Recycled Plastic Mouse Pad,Office,Recycled Plastic,Yes,17.47,3.55,EcoLine,India,0.449
555,EFP556,Natural Glass Soap Dish,Beauty,Glass,Yes,43.96,3.55,NaturePro,USA,0.812
556,EFP557,Sustainable Hemp Bowl,Outdoors,Hemp,Yes,90.11,3.16,GreenEarth,Turkey,0.814
557,EFP558,Handmade Recycled Plastic Soap Bar,Cleaning,Recycled Plastic,Yes,17.55,3.79,Sustainify,India,0.787
558,EFP559,Sustainable Recycled Plastic Toothbrush,Cleaning,Recycled Plastic,Yes,22.72,3.84,Sustainify,Vietnam,0.879
559,EFP560,Eco Recycled Plastic Toothbrush,Cleaning,Recycled Plastic,Yes,6.15,5.0,GreenEarth,Indonesia,0.773
560,EFP561,Handmade Glass Storage Jar,Kitchen,Glass,Yes,55.34,4.59,GreenEarth,Portugal,0.902
561,EFP562,Natural Glass Plant Pot,Home,Glass,Yes,90.64,3.3,GreenEarth,Turkey,1.029
562,EFP563,Handmade Hemp Plant Pot,Home,Hemp,Yes,66.78,4.52,RenewGoods,Brazil,1.04
563,EFP564,Handmade Bamboo Toothbrush,Cleaning,Bamboo,Yes,25.6,4.73,NaturePro,India,0.354
564,EFP565,Biodegradable Hemp Utensil Set,Outdoors,Hemp,Yes,37.79,3.87,LeafWorks,China,0.91
565,EFP566,Handmade Recycled Plastic Utensil Set,Outdoors,Recycled Plastic,Yes,76.85,3.54,EarthCraft,Turkey,0.94
566,EFP567,Reusable Glass Storage Jar,Kitchen,Glass,Yes,64.23,3.54,EcoLine,Mexico,1.405
567,EFP568,Sustainable Hemp Hat,Fashion,Hemp,Yes,36.44,3.97,EarthCraft,China,0.912
568,EFP569,Eco Recycled Plastic Binder,Office,Recycled Plastic,Yes,31.09,3.29,NaturePro,USA,1.025
569,EFP570,Eco Recycled Plastic Picnic Mat,Outdoors,Recycled Plastic,Yes,55.51,3.99,LeafWorks,China,0.451
570,EFP571,Sustainable Hemp Bowl,Outdoors,Hemp,Yes,87.89,4.5,Sustainify,Mexico,0.886
571,EFP572,Sustainable Glass Rug,Home,Glass,Yes,28.85,3.88,GreenEarth,USA,0.639
572,EFP573,Biodegradable Recycled Metal Desk Organizer,Office,Recycled Metal,Yes,20.62,4.84,RenewGoods,China,1.237
573,EFP574,Eco Hemp Water Bottle,Outdoors,Hemp,Yes,70.93,4.57,NaturePro,USA,0.955
574,EFP575,Eco Recycled Plastic Camping Mug,Outdoors,Recycled Plastic,Yes,48.93,3.13,LeafWorks,India,0.586
575,EFP576,Reusable Cork Rug,Home,Cork,Yes,78.76,4.45,RenewGoods,USA,0.588
576,EFP577,Handmade Organic Cotton Picnic Mat,Outdoors,Organic Cotton,Yes,16.5,3.88,GreenEarth,Indonesia,1.234
577,EFP578,Biodegradable Recycled Plastic Straw,Kitchen,Recycled Plastic,Yes,6.33,3.18,GreenEarth,USA,1.131
578,EFP579,Handmade Bamboo Coaster,Home,Bamboo,Yes,89.14,3.98,PurePlanet,Portugal,0.257
579,EFP580,Natural Recycled Plastic Utensil Set,Outdoors,Recycled Plastic,Yes,25.0,3.4,Sustainify,Indonesia,0.861
580,EFP581,Biodegradable Organic Cotton Bowl,Outdoors,Organic Cotton,Yes,15.05,4.06,EarthCraft,China,1.508
581,EFP582,Natural Recycled Metal Coaster,Home,Recycled Metal,Yes,69.89,3.65,PurePlanet,USA,1.236
582,EFP583,Reusable Recycled Plastic Storage Jar,Kitchen,Recycled Plastic,Yes,14.22,3.65,RenewGoods,China,1.044
583,EFP584,Handmade Glass Storage Jar,Kitchen,Glass,Yes,36.46,3.6,EarthCraft,Turkey,0.744
584,EFP585,Handmade Bamboo Face Cloth,Beauty,Bamboo,Yes,13.67,5.0,GreenEarth,Turkey,0.258
585,EFP586,Eco Recycled Plastic Cleaning Cloth,Cleaning,Recycled Plastic,Yes,5.67,5.0,EcoLine,USA,0.632
586,EFP587,Handmade Recycled Plastic Sunscreen Stick,Outdoors,Recycled Plastic,No,62.56,3.53,NaturePro,Vietnam,0.958
587,EFP588,Zero-Waste Bamboo Storage Jar,Kitchen,Bamboo,Yes,50.58,3.65,LeafWorks,USA,0.207
588,EFP589,Zero-Waste Recycled Plastic Soap Bar,Cleaning,Recycled Plastic,No,20.58,4.43,PurePlanet,USA,0.968
589,EFP590,Biodegradable Bamboo Sunscreen Stick,Outdoors,Bamboo,No,34.46,3.4,PurePlanet,Indonesia,0.243
590,EFP591,Biodegradable Recycled Plastic File Holder,Office,Recycled Plastic,No,20.97,4.87,Sustainify,China,0.585
591,EFP592,Natural Glass Vase,Home,Glass,No,114.39,4.0,NaturePro,Mexico,0.543
592,EFP593,Sustainable Glass Lunch Box,Kitchen,Glass,Yes,11.24,4.12,LeafWorks,Brazil,0.767
593,EFP594,Sustainable Recycled Metal Binder,Office,Recycled Metal,No,33.02,4.7,RenewGoods,Vietnam,1.722
594,EFP595,Handmade Hemp Utensil Set,Outdoors,Hemp,Yes,64.03,3.9,EcoLine,USA,0.749
595,EFP596,Biodegradable Bamboo Storage Jar,Kitchen,Bamboo,Yes,38.78,4.36,PurePlanet,Brazil,0.171
596,EFP597,Natural Bamboo Brush,Beauty,Bamboo,Yes,13.46,4.16,EcoLine,Vietnam,0.321
597,EFP598,Handmade Organic Cotton Socks,Fashion,Organic Cotton,Yes,62.7,3.77,Sustainify,Brazil,1.842
598,EFP599,Handmade Recycled Plastic Scrub Pad,Cleaning,Recycled Plastic,Yes,21.61,4.25,PurePlanet,Vietnam,0.58
599,EFP600,Zero-Waste Bamboo Picnic Mat,Outdoors,Bamboo,No,75.81,4.65,LeafWorks,Mexico,0.21
600,EFP601,Sustainable Bamboo Cotton Pad,Beauty,Bamboo,No,21.79,4.84,EarthCraft,Turkey,0.188
601,EFP602,Biodegradable Hemp Bowl,Outdoors,Hemp,Yes,101.17,5.0,Sustainify,Turkey,1.095
602,EFP603,Reusable Cork Mouse Pad,Office,Cork,No,25.89,3.84,GreenEarth,China,0.511
603,EFP604,Zero-Waste Bamboo Coaster,Home,Bamboo,Yes,98.46,5.0,PurePlanet,USA,0.298
604,EFP605,Eco Bamboo Plant Pot,Home,Bamboo,Yes,49.5,4.22,NaturePro,China,0.15
605,EFP606,Handmade Cork Water Bottle,Outdoors,Cork,No,78.11,3.05,PurePlanet,USA,0.603
606,EFP607,Handmade Recycled Plastic Notebook,Office,Recycled Plastic,Yes,23.07,4.03,Sustainify,Mexico,0.399
607,EFP608,Sustainable Recycled Plastic Cleaning Cloth,Cleaning,Recycled Plastic,Yes,19.06,4.03,GreenEarth,India,1.054
608,EFP609,Natural Hemp Utensil Set,Outdoors,Hemp,Yes,16.71,3.55,Sustainify,Mexico,0.911
609,EFP610,Handmade Glass Rug,Home,Glass,Yes,51.39,3.7,EcoLine,China,1.48
610,EFP611,Sustainable Organic Cotton Vase,Home,Organic Cotton,No,62.1,4.12,Sustainify,Mexico,0.99
611,EFP612,Handmade Glass Throw Pillow,Home,Glass,No,144.3,4.4,RenewGoods,India,0.616
612,EFP613,Handmade Recycled Metal Lunch Box,Kitchen,Recycled Metal,Yes,46.67,4.42,EarthCraft,USA,2.021
613,EFP614,Sustainable Organic Cotton Plant Pot,Home,Organic Cotton,Yes,144.8,4.01,GreenEarth,China,1.127
614,EFP615,Eco Cork Sunscreen Stick,Outdoors,Cork,Yes,22.2,4.53,Sustainify,Vietnam,0.318
615,EFP616,Reusable Recycled Metal Notebook,Office,Recycled Metal,Yes,10.09,3.65,RenewGoods,Vietnam,2.004
616,EFP617,Reusable Cork Bowl,Outdoors,Cork,Yes,46.88,3.77,LeafWorks,China,0.285
617,EFP618,Sustainable Bamboo Reusable Wrap,Kitchen,Bamboo,Yes,35.15,3.44,Sustainify,Portugal,0.157
618,EFP619,Zero-Waste Recycled Plastic Bowl,Outdoors,Recycled Plastic,Yes,32.59,4.81,EcoLine,India,0.679
619,EFP620,Biodegradable Bamboo Mop Head,Cleaning,Bamboo,Yes,17.3,5.0,EcoLine,Vietnam,0.257
620,EFP621,Natural Bamboo Coaster,Home,Bamboo,No,63.64,4.4,PurePlanet,Germany,0.217
621,EFP622,Zero-Waste Organic Cotton Picnic Mat,Outdoors,Organic Cotton,No,63.34,4.75,EcoLine,USA,0.819
622,EFP623,Zero-Waste Recycled Plastic Mop Head,Cleaning,Recycled Plastic,Yes,15.64,4.72,PurePlanet,Mexico,0.557
623,EFP624,Sustainable Bamboo Face Cloth,Beauty,Bamboo,No,17.65,4.06,NaturePro,China,0.26
624,EFP625,Sustainable Bamboo Throw Pillow,Home,Bamboo,Yes,63.95,5.0,GreenEarth,India,0.154
625,EFP626,Zero-Waste Recycled Metal Camping Mug,Outdoors,Recycled Metal,No,90.05,4.8,NaturePro,China,2.259
626,EFP627,Eco Organic Cotton Cotton Pad,Beauty,Organic Cotton,Yes,48.98,4.86,EcoLine,Indonesia,0.938
627,EFP628,Biodegradable Cork Picnic Mat,Outdoors,Cork,Yes,94.69,3.82,PurePlanet,Vietnam,0.4
628,EFP629,Sustainable Organic Cotton Vase,Home,Organic Cotton,Yes,72.74,4.17,LeafWorks,India,0.804
629,EFP630,Natural Glass Storage Jar,Kitchen,Glass,Yes,29.52,4.23,Sustainify,India,1.171
630,EFP631,Sustainable Recycled Plastic File Holder,Office,Recycled Plastic,Yes,21.28,4.92,LeafWorks,Turkey,0.867
631,EFP632,Natural Cork Coaster,Home,Cork,Yes,71.35,3.9,Sustainify,Brazil,0.353
632,EFP633,Reusable Glass Plant Pot,Home,Glass,Yes,47.8,3.84,LeafWorks,Indonesia,1.3
633,EFP634,Zero-Waste Recycled Plastic Desk Organizer,Office,Recycled Plastic,Yes,22.43,2.88,NaturePro,Vietnam,0.604
634,EFP635,Sustainable Bamboo Cotton Pad,Beauty,Bamboo,Yes,19.87,4.56,GreenEarth,Brazil,0.214
635,EFP636,Eco Hemp Bowl,Outdoors,Hemp,No,85.34,4.6,RenewGoods,Brazil,1.234
636,EFP637,Natural Organic Cotton Scarf,Fashion,Organic Cotton,Yes,85.35,4.45,EarthCraft,Vietnam,1.396
637,EFP638,Handmade Bamboo Camping Mug,Outdoors,Bamboo,Yes,18.61,3.68,PurePlanet,China,0.38
638,EFP639,Natural Recycled Plastic Straw,Kitchen,Recycled Plastic,Yes,55.08,5.0,Sustainify,Indonesia,1.063
639,EFP640,Reusable Hemp Bowl,Outdoors,Hemp,No,61.51,4.84,NaturePro,USA,0.946
640,EFP641,Handmade Bamboo Vase,Home,Bamboo,No,35.31,3.55,EarthCraft,Portugal,0.181
641,EFP642,Eco Bamboo Camping Mug,Outdoors,Bamboo,Yes,84.52,3.73,Sustainify,China,0.148
642,EFP643,Zero-Waste Organic Cotton Makeup Remover,Beauty,Organic Cotton,No,39.65,4.51,EcoLine,China,1.302
643,EFP644,Sustainable Glass Spatula,Kitchen,Glass,Yes,44.34,4.82,PurePlanet,Indonesia,1.5
644,EFP645,Biodegradable Organic Cotton Throw Pillow,Home,Organic Cotton,Yes,52.35,4.56,GreenEarth,USA,0.882
645,EFP646,Zero-Waste Recycled Plastic Scrub Pad,Cleaning,Recycled Plastic,Yes,10.02,3.63,LeafWorks,USA,1.094
646,EFP647,Reusable Recycled Plastic Lunch Box,Kitchen,Recycled Plastic,Yes,38.41,4.36,Sustainify,China,0.649
647,EFP648,Reusable Glass Cutlery Set,Kitchen,Glass,Yes,5.94,3.88,GreenEarth,Vietnam,0.679
648,EFP649,Eco Recycled Plastic File Holder,Office,Recycled Plastic,Yes,11.3,4.26,EarthCraft,USA,0.747
649,EFP650,Eco Glass Makeup Remover,Beauty,Glass,Yes,42.73,4.04,NaturePro,USA,1.679
